"","Spp","flavLabel","ZLabel","Zdiv","MSW05_Order","MSW05_Family","MSW05_Genus","MSW05_Species","X1.1_ActivityCycle","X6.1_DietBreadth","X12.1_HabitatBreadth","X12.2_Terrestriality","X6.2_TrophicLevel","X16.2_LittersPerYear_EXT","X26.2_GR_MaxLat_dd","X26.3_GR_MinLat_dd","X26.4_GR_MidRangeLat_dd","X26.5_GR_MaxLong_dd","X26.6_GR_MinLong_dd","X26.7_GR_MidRangeLong_dd","X27.4_HuPopDen_Change","X28.1_Precip_Mean_mm","X30.1_AET_Mean_mm","X30.2_PET_Mean_mm","paleotropical","logBodyMass_g","logHeadBodyLen_mm","logAgeatFirstBirth_d","logGestationLen_d","logGR_Area_km2","logHomeRange_km2","logHomeRange_Indiv_km2","logHuPopDen_Min_n.km2","logHuPopDen_Mean_n.km2","logHuPopDen_5p_n.km2","logInterbirthInterval_d","logLitterSize","logMaxLongevity_m","logNeonateBodyMass_g","logPopulationDensity_n.km2","logPopulationGrpSize","logSexualMaturityAge_d","logX10.2_SocialGrpSize","logWeaningAge_d","Temp_Mean_01degC4","logBodyMass_g_Resid"
"1","Allenopithecus_nigroviridis",0,0,0,"Primates","Cercopithecidae","Allenopithecus","nigroviridis","3","2","2","1","1",1.04089339940508,3.5,-3.85,-0.17,25.29,16.08,20.68,0.16,157.4,1517.75,1589.35,1,8.4658914759406,6.13120475011641,7.09239738478818,5.36503242901259,13.3196247604873,0.537591409939184,1.43167337846653,0.693147180559945,2.15059873599616,0.693147180559945,6.22484823519387,0.00995033085316809,5.62040086571715,5.48359288941835,6.0310444320027,4.19491240936984,7.13131197954911,3.68887945411394,4.66485318814926,40.1040043703701,0.519423745010781
"2","Allocebus_trichotis",0,0,0,"Primates","Cheirogaleidae","Allocebus","trichotis","2","4","1","2","2",1.43176275697963,-13.99,-19.18,-16.59,50.48,48.22,49.35,0.17,190.23,1388.15,1653.74,1,4.35786200767458,4.89776517030052,6.51244980917927,5.00178655414349,10.6569783742647,-5.59104371400651,-4.97872400058904,2.19722457733622,3.40153065945228,2.484906649788,5.17360730110639,0,5.37852371099704,2.09744411501125,4.12523512048324,0.693147180559945,5.92864491912191,0,3.68887945411394,17.0387732099079,-0.115819341995146
"3","Alouatta_belzebul",0,1,1,"Primates","Atelidae","Alouatta","belzebul","3","2","1","2","1",1.03666066643277,0.08,-13.69,-6.8,-34.79,-60.64,-47.71,0.12,164.35,1286.55,1549.83,0,8.72549271324286,6.31060894874962,7.05875181945028,5.19964531145903,14.4571337701651,0.230675277747702,0.210597554034679,0,2.81720351499873,0,5.91746880070586,0.166318217069203,5.55185806054919,5.43455906412952,2.83321334405622,2.62279475360043,7.1378886261564,2.00148000021012,5.88565165776927,38.2747779171845,0.391508324178393
"4","Alouatta_caraya",1,1,1,"Primates","Atelidae","Alouatta","caraya","3","3","1","2","1",1.14,-12.1,-28.59,-20.34,-44.44,-65.47,-54.96,0.11,116.64,1193.12,1404.85,0,8.62639910404897,6.32464565963098,7.21092923020184,5.22531647366355,14.2438691652935,-2.20013031668852,-1.24833555592094,0,2.48573963609189,0.693147180559945,5.82192100267324,0.00995033085316809,5.49552753583574,5.56298666469074,4.38202663467388,1.98049853476061,7.15204956809093,2.18605127673809,5.77814755661151,27.5053887202552,0.260441618478992
"5","Alouatta_coibensis",0,0,0,"Primates","Atelidae","Alouatta","coibensis","3","1","1","1","1",1.24616225666868,7.94,7.31,7.63,-81.23,-81.89,-81.56,0.15,162,1341.03401224039,1631.50888965683,0,7.29528483113129,5.96801543739143,6.89228518915391,5.29066685819598,7.05545088385486,-6.21460809842219,-4.67971053326868,2.07944154167984,2.68512269645851,2.07944154167984,5.61897136030118,-0.0100503358535015,5.36892020490082,3.9476878168601,5.23855338203615,2.71952956174294,6.49677717413241,1.64865862558738,5.63877237711791,50.06411536,0.53729877807277
"6","Alouatta_guariba",0,1,1,"Primates","Atelidae","Alouatta","guariba","3","4","1","2","1",0.806708502526097,-12.66,-29.6,-21.13,-38.58,-54.7,-46.64,0.06,133.23,1225.7,1332.19,0,8.55416715174032,6.2432538626121,7.56310135089402,4.92107516602814,13.6237193694028,-3.50655789731998,-2.98950071204217,1.79175946922805,4.66126692533996,2.56494935746154,6.38769943175914,0.132040704678938,5.45170047080056,5.712481081473,4.48964709473255,1.82964307034793,7.41433369574206,2.00148000021012,5.42982168500551,14.85450490571,-0.142867540754371
"7","Alouatta_macconnelli",0,0,0,"Primates","Atelidae","Alouatta","macconnelli","3","3","1","2","1",0.665833301630453,8.64,-3.5,2.57,-49.88,-67.51,-58.69,0.12,162.09,1501.28,1695.13,0,5.94288925332911,5.7023978476222,6.70817973506753,5.41182483527062,14.3338150888529,-3.65797321837311,-3.66165747367817,0,1.04380405217311,0,6.69077805595581,-0.00602881114612509,5.52649106099425,3.87962527184101,2.48370779166844,2.91693782607811,7.03528137822427,1.68554817293539,4.74640495348379,38.9064842187891,-0.659769767265365
"8","Alouatta_nigerrima",0,0,0,"Primates","Atelidae","Alouatta","nigerrima","3","1","3","2","1",1.56800197956132,-2.19,-9.07,-5.63,-55.22,-60.61,-57.92,0.09,170.18,1417.52,1594.65,0,6.90233568397044,5.74106176290696,6.29171831481077,4.63480762331229,12.1226600578504,-1.8101387974918,-1.14913036163343,0,0.364643113587909,0,5.1759596846453,0.452381004710659,4.92738890600512,4.10247508157111,3.33833902056959,2.47824867761015,6.19975442537691,2.34513195556424,4.71562632045658,43.4484359569084,0.227944727058011
"9","Alouatta_palliata",0,1,1,"Primates","Atelidae","Alouatta","palliata","3","2","1","2","1",0.8,18.71,-4.8,6.95,-76.77,-95.57,-86.17,0.13,185.26,1299.96,1633.87,0,8.79133247285014,6.35671511504702,7.23138106647382,5.22262352217884,13.2348969609874,-1.66073120682165,-1.17118298150295,1.09861228866811,4.13003340463061,1.6094379124341,6.5284987070421,0.0198026272961797,5.7037824746562,5.76296291689223,4.07736793801498,4.71849887129509,7.36417962568743,2.57261223020711,6.20576914975499,31.7523959842111,-0.0223724105026605
"10","Alouatta_pigra",0,1,1,"Primates","Atelidae","Alouatta","pigra","3","2","1","2","1",0.908638257916765,21.6,16,18.8,-86.73,-92.43,-89.58,0.24,134.13,1373.84,1580.84,0,8.87794820055729,6.34025347802259,7.12548660324921,5.22531647366355,11.4228344416432,-1.20397280432594,-0.776528789498996,1.38629436111989,2.80517691183293,1.38629436111989,6.09774563726079,0.00995033085316809,5.48063892334199,6.17378610390194,2.14358936150359,2.87207479615095,6.90269739826148,1.70474809223843,5.53967713476681,39.5522862492215,-0.0461190154842605
