"","Spp","flavLabel","ZLabel","Zdiv","MSW05_Order","MSW05_Family","MSW05_Genus","MSW05_Species","X1.1_ActivityCycle","X6.1_DietBreadth","X12.1_HabitatBreadth","X12.2_Terrestriality","X6.2_TrophicLevel","X16.2_LittersPerYear_EXT","X26.2_GR_MaxLat_dd","X26.3_GR_MinLat_dd","X26.4_GR_MidRangeLat_dd","X26.5_GR_MaxLong_dd","X26.6_GR_MinLong_dd","X26.7_GR_MidRangeLong_dd","X27.4_HuPopDen_Change","X28.1_Precip_Mean_mm","X30.1_AET_Mean_mm","X30.2_PET_Mean_mm","paleotropical","logBodyMass_g","logHeadBodyLen_mm","logAgeatFirstBirth_d","logGestationLen_d","logGR_Area_km2","logHomeRange_km2","logHomeRange_Indiv_km2","logHuPopDen_Min_n.km2","logHuPopDen_Mean_n.km2","logHuPopDen_5p_n.km2","logInterbirthInterval_d","logLitterSize","logMaxLongevity_m","logNeonateBodyMass_g","logPopulationDensity_n.km2","logPopulationGrpSize","logSexualMaturityAge_d","logX10.2_SocialGrpSize","logWeaningAge_d","Temp_Mean_01degC4","logBodyMass_g_Resid"
"1","Allenopithecus_nigroviridis",0,0,0,"Primates","Cercopithecidae","Allenopithecus","nigroviridis","3","1","3","2","1",0.959380577324905,3.5,-3.85,-0.17,25.29,16.08,20.68,0.16,157.4,1517.75,1589.35,1,8.4658914759406,6.13120475011641,6.67783423864774,5.13204328479635,13.3196247604873,-0.807507936874413,-0.775655979366271,0.693147180559945,2.15059873599616,0.693147180559945,5.94481366287645,0.00995033085316809,5.62040086571715,5.48359288941835,2.83508878229525,3.1234422029634,6.94497654181766,3.68887945411394,4.66485318814926,40.1040043703701,0.374843679154518
"2","Allocebus_trichotis",0,0,0,"Primates","Cheirogaleidae","Allocebus","trichotis","2","4","1","2","2",1.15394460136379,-13.99,-19.18,-16.59,50.48,48.22,49.35,0.17,190.23,1388.15,1653.74,1,4.35786200767458,4.89776517030052,6.11199964076637,4.60995229109668,10.6569783742647,-5.83537992863484,-6.14694944994838,2.19722457733622,3.40153065945228,2.484906649788,5.55506143691174,0,5.65897619844527,2.80617358287129,5.41961482837423,0.693147180559945,6.2803753083212,0,3.68887945411394,17.0387732099079,-0.997044512443637
"3","Alouatta_belzebul",0,1,1,"Primates","Atelidae","Alouatta","belzebul","3","2","1","2","2",0.910628724015873,0.08,-13.69,-6.8,-34.79,-60.64,-47.71,0.12,164.35,1286.55,1549.83,0,8.72549271324286,6.31060894874962,7.01176544049142,4.96095353086848,14.4571337701651,-1.53252767133785,-0.543196406491658,0,2.81720351499873,0,6.21911511749501,-0.0100503358535015,5.66770010534409,6.06321922769062,2.83321334405622,0.581096626156115,7.45083171550972,2.00148000021012,6.23046189803246,38.2747779171845,-0.0615219910526269
"4","Alouatta_caraya",1,1,1,"Primates","Atelidae","Alouatta","caraya","3","3","2","2","1",1.14,-12.1,-28.59,-20.34,-44.44,-65.47,-54.96,0.11,116.64,1193.12,1404.85,0,8.62639910404897,6.32464565963098,7.21092923020184,5.22531647366355,14.2438691652935,0.0533374160812444,0.500893380399491,0,2.48573963609189,0.693147180559945,5.82192100267324,0.00995033085316809,5.49552753583574,5.56298666469074,4.38202663467388,1.04531140744266,7.15204956809093,2.18605127673809,5.77814755661151,27.5053887202552,0.181891431326999
"5","Alouatta_coibensis",0,0,0,"Primates","Atelidae","Alouatta","coibensis","3","3","1","2","2",1.35098024575216,7.94,7.31,7.63,-81.23,-81.89,-81.56,0.15,162,1262.30955655993,1600.05791600089,0,5.82020455766863,5.43751078345773,6.52050423076921,4.89517828165669,7.05545088385486,-3.07613177572596,-2.96761801219221,2.07944154167984,2.68512269645851,2.07944154167984,5.44436331533101,0.32093140650429,5.04146611048943,3.44628373494883,2.3759865389732,1.75177830383675,5.79163971381623,1.64865862558738,4.08101529611751,50.06411536,-0.297436717006121
"6","Alouatta_guariba",0,1,1,"Primates","Atelidae","Alouatta","guariba","3","4","1","2","1",1.04174975964914,-12.66,-29.6,-21.13,-38.58,-54.7,-46.64,0.06,133.23,1225.7,1332.19,0,8.55416715174032,6.2432538626121,6.69631271624566,4.8229328247464,13.6237193694028,-3.50655789731998,-2.27337394366229,1.79175946922805,4.66126692533996,2.56494935746154,6.07776972155757,0.55804321590539,5.78723428349899,4.14529731100509,4.48964709473255,2.98519915423547,6.75018325634614,2.00148000021012,4.92493493348236,14.85450490571,1.68391118424103
"7","Alouatta_macconnelli",0,0,0,"Primates","Atelidae","Alouatta","macconnelli","1","1","3","2","1",0.974619423033833,8.64,-3.5,2.57,-49.88,-67.51,-58.69,0.12,162.09,1501.28,1695.13,0,5.64047193554932,5.03382887398372,6.71587282557036,4.65627484656333,14.3338150888529,-3.99651814629613,-4.0331472960945,0,1.04380405217311,0,6.13324700927525,0.103758178938885,5.13238181922936,3.66129855567041,4.98119030471216,1.76243352482953,6.7558181475379,1.20120487119368,4.04953828602703,38.9064842187891,-0.581152062386223
"8","Alouatta_nigerrima",0,0,0,"Primates","Atelidae","Alouatta","nigerrima","3","6","1","1","2",0.675027641753961,-2.19,-9.07,-5.63,-55.22,-60.61,-57.92,0.09,170.18,1417.52,1594.65,0,8.09164320608711,5.92643944842073,7.25756572479872,5.38899176540786,12.1226600578504,-1.06016523368879,-0.281090459089911,0,0.364643113587909,0,6.89720346320125,0.298181489990776,5.59700696099966,5.30594613279872,1.42399098009693,2.45481935566888,7.37277201397133,1.93250072284496,5.83107603395374,43.4484359569084,-0.371192162764935
"9","Alouatta_palliata",0,1,1,"Primates","Atelidae","Alouatta","palliata","3","2","1","2","1",0.8,18.71,-4.8,6.95,-76.77,-95.57,-86.17,0.13,185.26,1299.96,1633.87,0,8.79133247285014,6.35671511504702,7.23138106647382,5.22262352217884,13.2348969609874,-1.66073120682165,-1.17118298150295,1.09861228866811,4.13003340463061,1.6094379124341,6.5284987070421,0.0198026272961797,5.7037824746562,5.76296291689223,4.07736793801498,3.5972899735309,7.36417962568743,2.57261223020711,6.20576914975499,31.7523959842111,0.0316661187753084
"10","Alouatta_pigra",0,1,1,"Primates","Atelidae","Alouatta","pigra","3","2","1","2","1",0.814823792489053,21.6,16,18.8,-86.73,-92.43,-89.58,0.24,134.13,1373.84,1580.84,0,8.87794820055729,6.34025347802259,7.07911789283384,5.22531647366355,11.4228344416432,-1.20397280432594,-0.776528789498996,1.38629436111989,2.80517691183293,1.38629436111989,6.58513963225301,0.00995033085316809,5.48063892334199,6.17378610390194,2.14358936150359,0.722341156021434,6.35183295501184,1.70474809223843,4.87049287834299,39.5522862492215,0.075332975567429
"11","Alouatta_sara",0,0,0,"Primates","Atelidae","Alouatta","sara","3","3","1","2","2",0.760508733618704,-9.94,-19.49,-14.72,-57.79,-69.22,-63.5,0.13,109.48,1270.73,1488.29,0,8.79649625783713,6.37186483633049,6.89499067276849,5.50186048295065,13.1744666756502,0.630968759370275,1.2283812438232,0,1.11185751541813,0,6.64751510066625,0.288219260960631,5.73141450589973,5.72303629168364,0.586466290378265,2.03370490744553,7.31067495160812,1.81858227944614,5.94543681932697,35.9653428651077,-0.0416591818160158
