"","Spp","flavLabel","ZLabel","Zdiv","MSW05_Order","MSW05_Family","MSW05_Genus","MSW05_Species","X1.1_ActivityCycle","X6.1_DietBreadth","X12.1_HabitatBreadth","X12.2_Terrestriality","X6.2_TrophicLevel","X16.2_LittersPerYear_EXT","X26.2_GR_MaxLat_dd","X26.3_GR_MinLat_dd","X26.4_GR_MidRangeLat_dd","X26.5_GR_MaxLong_dd","X26.6_GR_MinLong_dd","X26.7_GR_MidRangeLong_dd","X27.4_HuPopDen_Change","X28.1_Precip_Mean_mm","X30.1_AET_Mean_mm","X30.2_PET_Mean_mm","paleotropical","logBodyMass_g","logHeadBodyLen_mm","logAgeatFirstBirth_d","logGestationLen_d","logGR_Area_km2","logHomeRange_km2","logHomeRange_Indiv_km2","logHuPopDen_Min_n.km2","logHuPopDen_Mean_n.km2","logHuPopDen_5p_n.km2","logInterbirthInterval_d","logLitterSize","logMaxLongevity_m","logNeonateBodyMass_g","logPopulationDensity_n.km2","logPopulationGrpSize","logSexualMaturityAge_d","logX10.2_SocialGrpSize","logWeaningAge_d","Temp_Mean_01degC4","logBodyMass_g_Resid"
"1","Allenopithecus_nigroviridis",0,0,0,"Primates","Cercopithecidae","Allenopithecus","nigroviridis","3","1","3","1","1",0.810930747603847,3.5,-3.85,-0.17,25.29,16.08,20.68,0.16,157.4,1517.75,1589.35,1,8.4658914759406,6.13120475011641,7.25200996536058,4.99700413521322,13.3196247604873,0.0166650392208389,0.81987191551942,0.693147180559945,2.15059873599616,0.693147180559945,6.27174503944249,0.00995033085316809,5.62040086571715,5.48359288941835,1.83301494841988,3.49789035973047,6.49610195312318,3.68887945411394,4.66485318814926,40.1040043703701,0.195951333076441
"2","Allocebus_trichotis",0,0,0,"Primates","Cheirogaleidae","Allocebus","trichotis","2","4","1","2","2",0.866438994485157,-13.99,-19.18,-16.59,50.48,48.22,49.35,0.17,190.23,1388.15,1653.74,1,4.35786200767458,4.89776517030052,6.4117032204485,4.59436845541532,10.6569783742647,-3.1466848308155,-3.8611997563053,2.19722457733622,3.40153065945228,2.484906649788,6.12298875619376,0,6.2665203701304,2.61757981489308,6.23083571552684,0.693147180559945,6.68219965910007,0,4.68872577240644,17.0387732099079,-0.964368115782862
"3","Alouatta_belzebul",0,1,1,"Primates","Atelidae","Alouatta","belzebul","3","6","1","2","2",0.823590917693314,0.08,-13.69,-6.8,-34.79,-60.64,-47.71,0.12,164.35,1286.55,1549.83,0,8.72549271324286,6.31060894874962,7.65813850485757,5.01561825436383,14.4571337701651,-0.566907821535918,0.241043553618081,0,2.81720351499873,0,6.61465233933201,0.35195436317171,6.17194901493474,5.37749937493411,2.83321334405622,2.75828487770103,7.55779451981261,2.00148000021012,5.3166390159079,38.2747779171845,0.422567786400543
"4","Alouatta_caraya",1,1,1,"Primates","Atelidae","Alouatta","caraya","3","3","1","2","1",1.14,-12.1,-28.59,-20.34,-44.44,-65.47,-54.96,0.11,116.64,1193.12,1404.85,0,8.62639910404897,6.32464565963098,7.21092923020184,5.22531647366355,14.2438691652935,-0.621993977256154,-0.422998680220938,0,2.48573963609189,0.693147180559945,5.82192100267324,0.00995033085316809,5.49552753583574,5.56298666469074,4.38202663467388,3.50584123227888,7.15204956809093,2.18605127673809,5.77814755661151,27.5053887202552,0.303995865696741
"5","Alouatta_coibensis",0,0,0,"Primates","Atelidae","Alouatta","coibensis","3","6","1","1","2",0.785527818642375,7.94,7.31,7.63,-81.23,-81.89,-81.56,0.15,162,1306.53063130599,1634.90485311874,0,7.20607421180825,5.48932399669633,7.51027769964919,5.22436860110565,7.05545088385486,-2.48745103012282,-0.74474203292266,2.07944154167984,2.68512269645851,2.07944154167984,6.54686908996372,-0.0100503358535015,5.73756744927274,3.89483420017483,4.32300806555253,2.89593104320184,6.82923782075199,1.64865862558738,5.64943410445474,50.06411536,0.518170182644375
"6","Alouatta_guariba",0,1,1,"Primates","Atelidae","Alouatta","guariba","3","4","1","2","1",0.861008892441212,-12.66,-29.6,-21.13,-38.58,-54.7,-46.64,0.06,133.23,1225.7,1332.19,0,8.55416715174032,6.2432538626121,7.54852857708569,5.40157130900494,13.6237193694028,-3.50655789731998,-3.96239197500131,1.79175946922805,4.66126692533996,2.56494935746154,6.34627096414091,0.178265430326277,5.84157872102514,5.54825241116957,4.48964709473255,2.54847067921837,7.43174766431199,2.00148000021012,5.03799133813376,14.85450490571,0.109320495674929
"7","Alouatta_macconnelli",0,0,0,"Primates","Atelidae","Alouatta","macconnelli","3","4","2","1","2",0.956367448626033,8.64,-3.5,2.57,-49.88,-67.51,-58.69,0.12,162.09,1501.28,1695.13,0,6.75303739616375,5.40175614277842,6.01576300167771,4.90332794920787,14.3338150888529,-2.49789870321427,-0.657096727875752,0,1.04380405217311,0,6.16964656528477,0.168608243571587,5.4581343835262,3.99557156618796,3.01324751021181,3.33246878542516,5.91391109984221,2.96451653616372,4.28948703375089,38.9064842187891,-0.18623240825594
"8","Alouatta_nigerrima",0,0,0,"Primates","Atelidae","Alouatta","nigerrima","3","5","1","2","2",0.920456727063522,-2.19,-9.07,-5.63,-55.22,-60.61,-57.92,0.09,170.18,1417.52,1594.65,0,7.78005661111652,5.90269664056333,7.32112805718004,5.02073557584337,12.1226600578504,-0.498079171180952,-0.522493888264753,0,0.364643113587909,0,6.39270213165313,0.398561378182292,5.21108621762995,5.78822903817576,3.10201166179505,2.8474824219568,7.24128558175338,2.76849355754867,5.97791521584891,43.4484359569084,-1.092411847496
"9","Alouatta_palliata",0,1,1,"Primates","Atelidae","Alouatta","palliata","3","2","1","2","1",0.8,18.71,-4.8,6.95,-76.77,-95.57,-86.17,0.13,185.26,1299.96,1633.87,0,8.79133247285014,6.35671511504702,7.23138106647382,5.22262352217884,13.2348969609874,-1.66073120682165,-1.17118298150295,1.09861228866811,4.13003340463061,1.6094379124341,6.5284987070421,0.0198026272961797,5.7037824746562,5.76296291689223,4.07736793801498,3.71275174284529,7.36417962568743,2.57261223020711,6.20576914975499,31.7523959842111,-0.035614398580395
"10","Alouatta_pigra",0,1,1,"Primates","Atelidae","Alouatta","pigra","3","2","1","2","1",0.745004537924989,21.6,16,18.8,-86.73,-92.43,-89.58,0.24,134.13,1373.84,1580.84,0,8.87794820055729,6.34025347802259,6.92514431937466,5.22531647366355,11.4228344416432,-1.20397280432594,-0.776528789498996,1.38629436111989,2.80517691183293,1.38629436111989,6.62339776269689,0.00995033085316809,5.48063892334199,6.17378610390194,2.14358936150359,1.1635730142557,7.01312404368783,1.70474809223843,5.88450880148612,39.5522862492215,-0.463933336981264
